,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2020-08-07,966.77904912,979.48907512,962.42132592,974.3369753,33534687.65440845,2308.0,2328.0,2287.0,2295.3501,3165495.0,517.425,523.6,510.3,521.925,24837632.0
2020-08-10,980.07922887,982.75736752,956.92882437,962.26249599,27409408.28849167,2318.0,2325.0,2276.05,2282.8,2929385.0,522.0,532.0,521.9,525.325,22172930.0
2020-08-11,969.04869662,980.48772002,953.41087074,968.59476712,47609505.43964,2283.0,2312.0,2275.6001,2279.8999,2774509.0,524.25,535.5,524.25,533.325,20136300.0
2020-08-12,962.78446952,973.67877752,956.33867062,965.78044962,30770260.57934762,2288.3501,2296.3999,2246.55,2257.3501,3415766.0,532.5,533.0,524.0,531.85,20666444.0
2020-08-13,965.96197602,970.90976218,957.79124502,963.2610955,25244561.10412585,2273.0,2300.0,2250.5,2254.45,2695682.0,533.975,535.675,528.25,529.525,19892740.0
2020-08-14,963.48806025,979.12593152,948.3722079,959.51617712,33780045.13832882,2277.0,2281.3,2233.1001,2242.1499,2270405.0,532.95,532.95,513.65,517.225,20924700.0
2020-08-17,955.52159752,955.52159752,939.67950337,949.32550524,31496573.80638356,2263.0,2270.0,2238.25,2253.3999,2625670.0,523.5,523.5,510.1,516.375,19561182.0
2020-08-18,946.44300752,968.82173187,945.24013974,961.67234225,31057536.46689572,2262.8,2289.0,2248.3,2269.75,3493411.0,514.0,530.825,511.0,528.25,24041124.0
2020-08-19,971.86305952,977.76414302,962.94339024,967.57342575,34656062.22906674,2276.3501,2284.6001,2252.5,2256.6001,2843007.0,532.5,534.9,528.125,533.3,17716112.0
2020-08-20,962.33054002,964.10081968,947.80479602,951.912858,22916096.00112254,2257.0,2276.55,2240.05,2252.8501,2895265.0,527.475,534.475,526.0,529.5,19217182.0
2020-08-21,961.42268102,963.23839902,942.81157152,945.01317499,25702848.1288617,2260.0,2271.0,2241.05,2248.6001,1975304.0,532.7,544.4,532.3,542.825,28924474.0
2020-08-24,949.34811093,955.29463277,939.86102977,951.32274965,33262940.60999531,2250.6001,2259.95,2230.0,2248.1001,2167987.0,543.0,561.475,542.825,558.525,36779858.0
2020-08-25,955.97552702,958.38135337,943.26550102,945.12665737,19711671.08499821,2245.0,2250.0,2233.55,2242.6499,1663454.0,559.5,563.5,553.1,559.85,27601944.0
2020-08-26,946.44300752,975.01786955,929.19368652,970.18352037,60870747.5484927,2242.0,2259.8999,2216.45,2253.5,2618159.0,560.5,565.875,554.75,559.225,25190262.0
2020-08-27,975.04056602,975.94842502,954.7272209,958.06364812,28555401.22348946,2266.0,2287.3501,2241.75,2248.3999,3579397.0,562.9,564.95,553.125,556.05,20646030.0
2020-08-28,962.33054002,968.18618518,956.0890094,960.58286606,27620333.11271575,2268.3999,2279.95,2235.1001,2238.55,2941156.0,555.975,562.5,547.5,557.25,38698138.0
2020-08-31,986.84273302,986.84273302,935.25369074,944.49111067,63113635.48588098,2240.0,2276.2,2228.0,2257.25,6018160.0,564.75,574.4,550.35,557.925,38501442.0
2020-09-01,953.25195002,963.41992543,936.18415543,947.4643489,39260475.46933438,2269.0,2278.0,2241.3,2246.3501,3610908.0,564.0,571.8,554.0,563.65,28877898.0
2020-09-02,949.62051402,970.50127102,946.44300752,966.05276192,27398988.16818691,2247.0,2268.75,2241.6499,2265.1499,2084152.0,562.05,569.5,560.35,567.075,19761710.0
2020-09-03,965.96197602,970.84171815,954.61373852,958.74454237,18896637.03237372,2268.0,2324.0,2268.0,2299.5,4654146.0,568.625,572.975,564.0,565.45,19833402.0
2020-09-04,945.78480975,951.86746505,940.63270992,942.9250539,28950982.47563442,2275.0,2324.25,2262.95,2288.8,5232180.0,555.0,562.7,552.2,559.65,23661372.0
2020-09-07,945.98907802,955.86204465,927.9453804,945.37622781,22292225.99489258,2289.0,2343.5,2283.3501,2327.05,4620416.0,558.15,559.75,549.5,555.25,17615528.0
2020-09-08,949.62051402,962.78446952,944.40032477,956.47489487,27854021.38368594,2335.95,2390.45,2327.05,2348.2,7454161.0,557.0,559.4,551.5,556.225,14624920.0
2020-09-09,946.44300752,984.02837012,944.8315578,981.10057024,56233523.04568398,2325.0,2359.0,2320.0,2327.6499,3866542.0,550.5,555.0,545.625,548.25,15729090.0
2020-09-10,990.97353687,1064.44198105,987.45558324,1050.39286303,142647186.39874968,2335.0,2348.5,2324.3,2331.1499,2308813.0,551.5,552.425,542.0,545.275,15188418.0
2020-09-11,1049.48500403,1061.21912699,1038.18220487,1053.00295765,60462875.84155273,2330.95,2383.0,2330.1499,2374.1001,4145429.0,548.225,552.425,535.5,539.325,20795090.0
2020-09-14,1055.38608753,1071.27362003,1035.86711903,1045.19537025,44798762.80236198,2384.1001,2505.75,2381.8501,2491.3999,7512284.0,544.0,547.0,526.175,528.975,21651748.0
2020-09-15,1049.46230755,1055.72653465,1038.65874006,1052.59446649,27632398.86301367,2491.3999,2538.0,2464.6001,2491.3999,7318773.0,534.0,538.075,529.05,535.25,16505132.0
2020-09-16,1053.11644003,1075.51790624,1048.82680625,1055.18181925,34518869.11868627,2488.95,2507.6001,2477.3,2503.0,3074013.0,535.1,548.0,534.175,546.825,18710252.0
2020-09-17,1053.11644003,1059.33527418,1040.33836999,1043.47043815,26259564.53525018,2480.0,2495.75,2450.6001,2460.95,4828231.0,542.0,547.0,539.0,541.8,18318826.0
2020-09-18,1050.5063454,1052.8667788,1033.39320325,1046.62524818,33626589.59072006,2485.0,2500.3999,2436.3999,2449.8999,4183256.0,546.0,546.1,523.6,528.65,23481778.0
2020-09-21,1044.03785003,1060.37931203,1020.13850724,1023.99690799,34189082.22447411,2465.0,2504.8999,2452.1499,2465.3,4598809.0,527.5,535.675,520.75,524.65,19842878.0
2020-09-22,1033.59747153,1033.59747153,999.34849075,1003.70616856,35372499.47315844,2485.0,2555.0,2458.0,2522.95,7499927.0,527.025,529.075,514.75,517.7,18620678.0
2020-09-23,1025.88067003,1033.48398915,1001.05072637,1012.62592863,43706806.89293618,2510.0,2519.8501,2409.0,2467.45,7503152.0,523.0,527.5,517.175,523.625,16079870.0
2020-09-24,1002.23089768,1010.44706703,987.7732885,990.11102542,30324799.33482623,2450.0,2450.0,2302.6001,2332.25,8425118.0,519.0,523.5,512.5,515.2,19809790.0
2020-09-25,993.65167552,1004.45519762,983.80140537,999.41658017,28850184.88482161,2368.0,2440.0,2352.1001,2422.3,8228297.0,525.0,525.975,512.825,522.0,20321550.0
2020-09-28,1010.90099653,1015.89422103,1001.845103,1006.0212544,19996028.0170698,2440.0,2444.0,2366.0,2426.3,4347177.0,524.475,529.5,521.325,527.1,16152422.0
2020-09-29,1009.99313753,1027.69638803,1006.0212544,1019.094424,26276016.42921128,2434.8501,2511.05,2426.3,2488.3999,6995815.0,529.0,534.95,525.5,531.275,12644548.0
2020-09-30,1025.88067003,1029.05817653,1009.99313753,1014.23742374,24874523.46613179,2489.0,2505.0,2460.0,2492.3,3917186.0,530.0,543.45,526.0,539.3,18814076.0
2020-10-01,1027.60560213,1027.60560213,1004.99991302,1010.1066199,21129860.47340325,2510.0,2540.0,2492.3,2523.45,2610338.0,545.05,555.0,545.05,553.475,21203132.0
2020-10-05,1018.61779803,1020.95548956,1001.36847702,1004.18283992,19238427.99329638,2620.0,2728.1001,2603.05,2705.8,17412119.0,556.0,566.0,555.5,557.175,16940218.0
2020-10-06,1010.1066199,1014.03306468,999.39383831,1003.34311574,18719541.24988326,2736.0,2736.0,2650.1001,2714.3,9846376.0,567.525,574.0,563.1,572.05,19371994.0
2020-10-07,1014.53243253,1048.12321553,1007.72349003,1024.74584628,54058218.29026388,2742.0,2770.0,2703.0,2735.95,9656167.0,572.45,582.425,568.8,581.125,21249054.0
2020-10-08,1025.42674053,1029.51210603,1008.67678737,1016.4616329,21429556.79187698,2800.0,2885.0,2800.0,2825.7,19839826.0,590.0,601.5,581.675,595.9,35060736.0
2020-10-09,1014.53243253,1022.70316353,1006.40713987,1013.8288418,18854793.53024502,2810.0,2829.8501,2780.0,2812.95,7739375.0,600.5,618.5,595.825,616.775,44972430.0
2020-10-12,1014.53243253,1023.95146965,1010.5605494,1015.462988,14463754.83381644,2815.5,2854.0,2800.75,2830.0,4623211.0,615.775,621.375,602.8,606.825,19220554.0
2020-10-13,1012.53518812,1037.56935465,1010.37902299,1035.27701068,23497657.67533284,2845.0,2854.8999,2812.2,2826.55,4209905.0,606.7,611.225,597.5,599.225,18354030.0
2020-10-14,1034.45989218,1045.85356803,1029.73907078,1038.36373128,27188114.01262394,2842.0,2842.0,2787.55,2809.6001,4395979.0,597.775,607.15,587.75,605.75,22582946.0
2020-10-15,1039.49855503,1039.49855503,996.37525252,1001.59544177,20370769.02860524,2811.0,2827.75,2727.0,2740.6001,6629395.0,607.1,608.5,582.0,584.625,28247138.0
2020-10-16,1005.45384252,1013.39760878,986.22988281,987.65980612,21944112.46625857,2750.1001,2771.6499,2731.3,2763.3,5273773.0,590.0,601.75,586.5,599.675,25823118.0
2020-10-19,994.1283015,1011.67267668,978.28611656,987.84137792,31720921.41982897,2774.0,2774.0,2706.6001,2711.55,3331194.0,617.5,617.5,596.3,601.775,42359768.0
2020-10-20,989.11238052,995.46739352,976.9697664,978.62656368,18790629.38140853,2725.0,2759.8999,2717.95,2739.0,3406298.0,603.75,613.7,602.95,611.975,27411988.0
2020-10-21,984.11915602,995.01346402,952.23060865,964.41866112,34652933.98999006,2739.0,2749.0,2663.05,2675.3999,4570175.0,615.3,625.5,610.85,623.35,35641130.0
2020-10-22,965.68957293,968.00465877,949.16658452,956.40676005,31315997.30717396,2661.0,2686.6499,2638.1001,2671.1499,5262311.0,619.975,625.0,611.5,616.65,21913096.0
2020-10-23,955.97552702,969.13948252,951.61775843,959.17573,23812911.47574996,2687.8,2702.0,2670.1001,2686.8,3499372.0,621.75,624.225,615.6,617.9,15866252.0
2020-10-26,954.13711255,954.13711255,916.25669577,921.06834847,37947170.20940925,2689.95,2709.95,2670.5,2688.2,2672766.0,614.9,621.0,602.3,605.45,19572046.0
2020-10-27,923.70113957,935.02672599,910.12864752,923.51956777,37087281.17379842,2699.75,2718.1499,2624.1001,2630.1499,3537594.0,613.0,618.0,598.925,616.55,24317844.0
2020-10-28,926.83325312,934.05073217,911.21807832,913.0564928,30423345.47469792,2650.0,2655.95,2606.0,2622.2,3569515.0,614.0,616.0,600.75,604.8,16571250.0
2020-10-29,906.49721152,926.92403902,903.77363452,920.06970357,31167132.78085804,2608.0,2655.0,2600.25,2632.6499,3105970.0,600.3,602.225,589.25,593.6,23060304.0
2020-10-30,923.06563827,937.40985587,917.75466312,932.59815777,34589342.61732253,2636.1001,2674.3501,2621.6001,2664.8501,3427003.0,591.275,599.65,588.175,591.775,11522940.0
2020-11-02,920.11509652,920.11509652,843.92302995,852.2299398,101024070.91599172,2660.0,2664.8501,2600.05,2604.6001,2571196.0,597.175,612.5,588.75,607.625,21926080.0
2020-11-03,857.92675502,866.55141552,833.00602547,839.95114682,90170764.400602,2604.0,2665.0,2601.05,2633.6001,2879269.0,613.225,625.375,612.75,623.975,28164230.0
2020-11-04,833.86849152,875.63000552,833.86849152,868.45791942,81517308.30245811,2610.0,2721.8501,2610.0,2653.1499,4893928.0,626.0,632.4,615.0,628.7,23404822.0
2020-11-05,887.40947605,890.13305305,876.99179402,887.43217252,37825860.62279144,2685.0,2710.0,2667.0,2685.7,2816502.0,633.0,638.0,626.175,634.6,21433928.0
2020-11-06,903.31970502,926.01618002,897.94064045,921.09104495,67786032.85143512,2699.0,2713.25,2681.3,2707.45,3884421.0,633.125,655.0,632.75,653.825,35705724.0
2020-11-09,936.04806737,939.18013552,924.20046202,930.87322567,36436202.09655702,2731.1001,2744.0,2695.1001,2726.6001,3646592.0,657.6,672.975,657.6,670.275,26288440.0
2020-11-10,942.81157152,948.71265502,926.56089542,946.23873925,37550207.68550294,2697.2,2713.1499,2638.3501,2649.6001,4760020.0,678.5,697.5,675.775,696.825,41517356.0
2020-11-11,948.25872552,950.98230252,897.91794397,906.58799742,57670799.09842739,2667.95,2692.8,2643.3999,2687.8,3242441.0,699.95,707.4,685.25,694.975,36116194.0
2020-11-12,899.23433952,911.6947043,891.97146752,898.78041002,40714397.27874225,2686.0,2713.0,2661.75,2671.05,2437505.0,688.7,694.275,680.0,685.85,27053948.0
2020-11-13,899.68826902,924.4955162,899.57478665,906.22485382,46145632.74578889,2655.75,2664.8999,2636.0,2656.8501,2548093.0,684.4,684.4,673.5,679.4,22472480.0
2020-11-14,914.62254957,914.80412137,905.74822785,908.90303787,5313380.16132478,2677.95,2689.0,2660.05,2670.3501,298819.0,683.9,687.475,682.6,684.85,1835066.0
2020-11-17,946.44300752,946.44300752,901.05005752,904.7949759,47318768.66224016,2695.0,2695.0,2650.05,2666.05,2827273.0,692.9,706.3,690.3,704.225,31059900.0
2020-11-18,904.7949759,910.80954177,889.74721297,902.04870242,30909319.61824779,2661.0,2664.2,2607.05,2626.6499,2893762.0,701.5,709.5,699.525,704.35,18862776.0
2020-11-19,902.04870242,912.6025633,893.42404192,895.67099295,28259912.60687241,2637.0,2676.1499,2630.8501,2636.8999,4167501.0,694.85,699.725,684.0,687.175,20266882.0
2020-11-20,896.51076252,900.50534212,860.19640252,862.23908527,58429716.50738945,2655.0,2676.0,2627.55,2660.25,2711471.0,686.325,704.2,682.525,701.825,20405362.0
2020-11-23,885.61645452,894.24111502,874.3816994,885.48027567,46083510.7642933,2690.0,2730.0,2665.0,2724.25,3706418.0,707.5,711.825,687.675,697.3,25246636.0
2020-11-24,891.51753802,896.05683302,876.99179402,891.5402345,31452203.48015559,2734.3999,2743.0,2705.0,2722.05,3120516.0,704.0,722.5,701.025,719.1,40154400.0
2020-11-25,898.78041002,904.65879705,881.62187492,884.16388012,33182192.3880818,2729.0,2732.95,2688.2,2701.3,3302249.0,725.65,732.2,698.5,701.4,24152602.0
2020-11-26,886.54701,891.97146752,876.1066315,886.34274172,26269557.27641348,2686.0,2730.95,2680.0,2720.6001,2341099.0,707.5,716.0,693.5,713.325,27943126.0
2020-11-27,880.85019477,887.93149497,872.18014132,875.99314912,48126264.09928686,2705.0,2717.7,2669.05,2679.6499,6086808.0,715.9,723.0,707.775,720.425,17994580.0
2020-12-01,880.78210533,892.53887938,876.10663148,887.38677955,20080076.31140959,2679.0,2735.8999,2624.45,2726.8,3605017.0,720.425,724.5,712.75,716.65,17147574.0
2020-12-02,889.02092575,890.609679,878.3535825,888.86205043,22558939.21853504,2719.0,2754.7,2702.45,2749.55,2509032.0,715.5,715.9,697.4,703.475,17892150.0
2020-12-03,895.148974,899.27973245,889.08901518,891.54023447,28248758.89317614,2773.8999,2773.8999,2700.8,2709.45,2852548.0,714.5,716.0,687.025,688.6,37933222.0
2020-12-04,893.7871855,893.7871855,880.62323,883.68725413,18772492.20418589,2710.8,2738.8501,2699.0,2727.55,2686527.0,690.5,700.725,686.65,692.8,26912322.0
2020-12-07,880.8955877,891.9714675,880.8955877,888.8847469,18546419.65327215,2715.0,2744.0,2706.1499,2737.7,1996400.0,687.5,689.975,679.05,686.125,24316318.0
2020-12-08,890.22383893,914.32749538,885.162525,905.02194063,44126909.57516531,2740.0,2805.55,2732.45,2797.3,4277818.0,687.5,694.4,682.575,688.15,19457896.0
2020-12-09,912.37559853,923.2018171,907.51855288,920.09240003,29661819.73191872,2815.0,2840.0,2793.1499,2810.8,3659996.0,688.5,705.025,687.525,703.6,22069074.0
2020-12-10,917.6638772,920.79599075,908.3129295,911.0365065,16333437.24080501,2818.0,2827.3,2780.25,2784.3,2127801.0,699.0,701.0,687.875,692.925,19727966.0
2020-12-11,913.7600835,925.108321,896.17031538,910.4917911,27393560.01317385,2792.7,2807.7,2764.55,2783.6001,1795408.0,695.025,697.5,686.5,691.4,21356384.0
2020-12-14,911.46773953,914.6679425,901.66286232,903.90981335,17601477.76251598,2802.0,2804.0,2756.25,2797.7,2483658.0,691.5,694.0,684.0,686.075,17222050.0
2020-12-15,903.18352615,903.18352615,890.20114245,896.21570832,18860651.26853399,2786.0,2794.7,2755.0,2761.55,2365509.0,690.4,697.475,683.0,695.65,21561436.0
2020-12-16,902.411846,905.56665603,892.28921815,897.21435323,18870560.29625746,2779.0,2819.8,2760.45,2814.2,2565149.0,702.0,708.4,697.25,705.35,16832092.0
2020-12-17,900.82309275,910.1286475,897.48671093,901.3224152,20590113.66302476,2811.0,2853.7,2805.0,2838.2,2863460.0,709.3,722.5,702.25,720.9,21924478.0
2020-12-18,898.82580295,910.08325455,891.9714675,904.02329572,18774314.07300032,2868.0,2898.0,2846.2,2861.0,6076692.0,717.5,719.85,703.15,705.675,22995918.0
2020-12-21,912.398295,917.845449,842.15270487,880.48705115,44871604.51127322,2861.0,2886.5,2785.0,2820.1499,2705195.0,708.75,711.925,683.35,686.325,23761824.0
2020-12-22,884.7085955,889.20249755,857.22316428,879.12526265,28609301.66468582,2834.0,2883.6499,2818.6499,2872.5,2881737.0,692.4,692.4,672.5,686.55,22851558.0
2020-12-23,876.083935,885.82072278,871.83969418,882.37085858,19826642.68350041,2876.05,2919.0,2865.45,2908.75,2790988.0,683.75,690.475,680.525,687.825,15467394.0
2020-12-24,883.8007365,907.3142846,883.30141405,905.20351243,21123493.84651141,2909.0,2921.3501,2883.2,2909.3501,1807144.0,694.7,702.0,688.5,698.55,14952188.0
2020-12-28,910.90032765,916.029731,905.72553135,909.35696735,17508707.85000755,2910.0,2949.7,2902.0,2929.3999,2108994.0,702.5,710.5,702.0,706.425,11699194.0
2020-12-29,911.9443655,913.44233285,899.93793023,903.34240148,18922337.05894858,2920.0,2952.0,2920.0,2930.5,1994151.0,710.525,717.375,710.0,713.6,14495346.0
2020-12-30,905.70283488,911.1272924,896.76042372,905.81631725,22411259.89828817,2934.3999,2947.7,2902.0,2909.3,2637968.0,719.95,719.95,706.5,716.25,16216726.0
2020-12-31,904.90845825,913.26076105,898.1449087,901.18623635,19094410.03503848,2900.0,2905.0,2845.0,2862.75,4040956.0,717.5,722.0,712.525,718.15,22145750.0
2021-01-01,902.411846,906.4972115,899.688269,902.18488125,10182202.3023399,2880.0,2940.0,2879.0,2928.25,2681440.0,720.0,721.5,710.3,712.525,8810938.0
2021-01-04,905.63474545,907.35967755,893.333256,903.70554507,24922354.68283071,2950.0,3050.75,2940.95,3039.45,5113293.0,719.0,719.0,699.5,708.0,15740192.0
2021-01-05,893.7871855,900.4145562,887.886102,892.47078995,24525400.97085561,3039.6001,3114.25,3039.6001,3093.0,5801309.0,709.6,715.375,704.5,713.35,14386824.0
2021-01-06,892.38000405,892.425397,864.80378693,868.93454538,47175321.27786364,3100.0,3113.5,3037.2,3051.5,3726716.0,717.5,720.0,706.55,710.275,22134050.0
2021-01-07,871.77160475,882.8928775,864.80378693,867.52736393,32865028.60025621,3075.0,3080.8501,3000.25,3032.8,3717827.0,716.25,716.3,706.275,708.125,19894842.0
2021-01-08,870.636781,879.8969428,867.95859695,877.76347415,27999484.50144791,3090.0,3128.0,3060.0,3120.8999,5879039.0,716.0,721.0,711.55,715.825,13768764.0
2021-01-11,880.0785146,880.0785146,859.06157875,861.21774388,33863311.37324188,3230.0,3230.0,3146.55,3176.45,9508039.0,725.0,732.45,718.15,725.725,17331392.0
2021-01-12,863.8278385,889.70182,862.42065705,888.36272798,41848011.64057414,3176.45,3210.0,3150.0,3174.8501,3611458.0,726.225,743.85,724.55,740.5,20388156.0
2021-01-13,891.31326973,896.48806603,870.84104928,880.0785146,27063400.81444365,3175.0,3177.0,3126.25,3158.95,3572801.0,746.45,748.45,731.05,735.325,16934650.0
2021-01-14,882.8928775,892.83393355,880.19199697,889.9741777,21912693.49094959,3155.0,3266.5,3120.3999,3250.7,6931542.0,735.575,744.0,728.0,734.375,12297166.0
2021-01-15,889.9741777,895.9660471,871.56733647,879.46570977,20936709.33481962,3235.0,3274.0,3210.0,3233.3501,4131692.0,734.55,735.825,722.5,733.325,14165236.0
2021-01-18,884.75398845,906.4972115,873.06530382,900.57343153,35685841.08325192,3250.0,3256.75,3187.3999,3221.75,4160906.0,734.95,751.425,733.5,741.55,42825632.0
2021-01-19,905.43047718,921.9308145,905.43047718,915.3034438,32540401.09752726,3233.0,3279.0,3232.0,3260.7,2975735.0,745.9,755.825,733.5,751.925,17360254.0
2021-01-20,917.5730913,934.186911,908.4945013,932.68894365,31440276.5187105,3270.0,3327.95,3267.1001,3308.8,3453446.0,750.5,750.5,743.0,746.0,13346052.0
2021-01-21,945.081219,962.33054,941.9037125,952.97954691,39739622.56253449,3305.0,3309.1499,3262.1001,3273.8501,2778546.0,746.0,747.175,734.075,737.4,26333054.0
2021-01-22,958.2451745,960.21981322,923.81462193,930.37394859,31041864.43048976,3241.8999,3325.0,3241.8999,3303.1001,3052459.0,733.95,733.95,720.075,721.775,15392364.0
2021-01-25,923.72383603,923.72383603,876.991794,881.0771595,55111135.09917289,3308.95,3339.8,3278.6499,3291.3,2272887.0,732.55,740.5,727.575,731.425,20344718.0
2021-01-27,873.8142875,873.8142875,857.018896,860.1964025,43076753.10813684,3300.0,3306.45,3227.0,3261.05,2786662.0,734.0,735.95,703.075,704.8,23556276.0
2021-01-28,853.45554943,873.04260735,848.848165,851.82140322,34635975.41027847,3230.0,3275.0,3183.8,3196.55,3083938.0,694.95,700.65,671.0,685.725,42704446.0
2021-01-29,859.87865185,868.41252645,830.690985,836.11544253,44441390.12776213,3210.05,3216.8501,3100.0,3111.3501,5445659.0,695.675,704.375,682.25,695.25,28704502.0
2021-02-01,844.0365123,864.7356975,838.861716,860.33258135,34750999.87993731,3100.0,3165.0,3044.1001,3139.3501,3985846.0,705.125,741.25,700.5,738.375,26370544.0
2021-02-02,868.93454538,880.62323,842.01652603,874.1774311,42161644.04384382,3174.0,3224.0,3150.0,3203.45,2881837.0,750.5,789.25,748.7,780.275,42420206.0
2021-02-03,875.31225485,886.070384,862.46605,876.37898918,30807048.23105791,3213.0,3236.0,3162.6499,3200.05,2505866.0,789.5,790.85,771.0,787.4,20237254.0
2021-02-04,873.360358,880.62323,864.7356975,873.49653685,26054371.87933369,3216.05,3237.8501,3176.0,3188.45,2057261.0,783.0,794.0,771.725,789.55,24484684.0
2021-02-05,876.10663148,882.73400218,871.54464,873.24687562,20585729.72234675,3198.95,3205.8501,3129.0,3157.95,2366135.0,774.0,809.125,774.0,798.8,27054716.0
2021-02-08,877.46841998,893.7871855,875.65270197,885.82072278,21536683.55989201,3189.5,3226.0,3155.1499,3214.1001,2526592.0,810.0,815.825,797.85,802.625,17447580.0
2021-02-09,890.58698253,903.1381332,886.20656285,887.95419143,19931086.21492985,3195.0,3245.8,3164.0,3176.8999,2658751.0,805.0,814.0,793.35,805.925,18421366.0
2021-02-10,886.86476062,900.93657513,874.85832535,896.19301185,21588286.28674717,3185.0,3219.3999,3157.3,3213.3,2127983.0,804.175,807.425,783.5,790.875,19788006.0
