,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2022-11-30,1231.28376875,1246.24074577,1224.7925769,1239.84038522,26601348.88787796,3383.0,3414.8999,3375.0,3390.8,3410702.0,798.55,806.45,798.55,804.225,15184806.0
2022-12-01,1244.5839031,1250.5757725,1232.872522,1236.18620735,9643999.78410744,3425.0,3480.0,3420.0,3475.6499,2180856.0,811.0,818.5,807.5,809.75,20446366.0
2022-12-02,1239.227535,1247.398266,1225.88205309,1235.66414303,11782875.97523404,3458.1001,3468.8999,3413.0,3439.1499,2411749.0,805.0,809.3,802.575,803.55,7811078.0
2022-12-05,1231.056804,1233.21296913,1215.623201,1217.64318728,15075836.66626646,3433.0,3439.1499,3407.0,3425.8999,1475065.0,804.975,807.3,798.1,806.475,11592622.0
2022-12-06,1209.76755584,1224.2478615,1207.9063995,1221.1611409,8737574.88773036,3400.05,3407.95,3368.0,3385.3501,1166999.0,800.5,806.85,800.0,805.575,12353092.0
2022-12-07,1218.8007075,1223.3400025,1199.34978303,1203.14013975,8603236.84625035,3368.3,3393.7,3354.0,3380.6001,1167505.0,807.075,809.3,802.225,805.225,11674720.0
2022-12-08,1207.45247,1209.7221175,1198.41931834,1202.57272788,7886374.42598465,3360.0,3380.6001,3339.45,3350.55,1285619.0,805.0,813.0,802.5,809.75,14803634.0
2022-12-09,1201.097457,1207.45247,1181.05651497,1184.34750384,12866828.43921798,3374.1001,3374.1001,3276.3501,3292.75,1797896.0,813.0,817.425,810.0,815.525,11963384.0
2022-12-12,1173.63472225,1190.6570785,1173.4077575,1186.16322184,9637941.57462778,3255.5,3296.0,3236.1001,3286.45,1527610.0,812.5,826.8,810.7,821.875,14434808.0
2022-12-13,1186.16322184,1195.1963735,1183.25802765,1191.5649375,8472326.6498432,3277.2,3336.45,3267.8,3332.1001,1378016.0,825.0,828.5,822.5,824.15,17031702.0
2022-12-14,1197.30710028,1197.89725403,1185.2099245,1187.25260725,7390174.02482104,3348.8,3377.0,3340.8999,3365.3501,1213311.0,826.5,832.75,825.0,831.125,14227640.0
2022-12-15,1181.35152375,1187.0256425,1167.0527445,1170.38917172,8833453.21244819,3358.8,3364.75,3298.95,3305.1001,1415694.0,828.525,834.7,813.525,815.9,18182648.0
2022-12-16,1167.0527445,1188.7505746,1161.21970503,1164.60157059,16101473.90729177,3275.0,3292.0,3225.2,3240.25,2703680.0,810.025,822.55,804.5,819.825,14647958.0
2022-12-19,1171.5920395,1182.032418,1165.10084765,1179.89894935,7858848.12509432,3227.0,3245.5,3194.5,3202.05,2120965.0,822.0,823.325,813.1,822.375,9604542.0
2022-12-20,1172.90838966,1192.018867,1164.783097,1190.1123631,7592128.29304991,3198.8999,3249.0,3163.6499,3243.95,1529971.0,810.1,818.2,810.1,816.7,7174698.0
2022-12-21,1189.7492195,1195.1963735,1169.36783034,1173.18079275,8669767.00126341,3249.0,3283.05,3240.0,3268.55,1432566.0,820.5,822.4,803.275,808.8,9269198.0
2022-12-22,1179.308841,1182.32742678,1165.12354412,1170.1394651,7575387.80801865,3294.0,3294.0,3245.1001,3259.7,1384101.0,811.1,813.75,804.5,806.025,9747096.0
2022-12-23,1163.55748735,1175.90436975,1131.30579638,1135.8223949,10428176.62214066,3217.0,3266.8501,3217.0,3228.3501,1360281.0,793.5,802.075,792.725,798.825,10693152.0
2022-12-26,1141.51921013,1153.888789,1131.37384041,1145.74075448,6090143.95407216,3228.3501,3272.0,3225.05,3252.8999,870157.0,799.75,819.5,795.0,814.725,9907322.0
2022-12-27,1148.441635,1156.9755096,1141.74617488,1155.11439865,5859387.85648432,3269.2,3273.8,3231.5,3259.5,835883.0,816.5,817.975,806.75,815.55,7926772.0
2022-12-28,1152.073071,1157.4294391,1144.58323425,1155.00091627,7583796.60277642,3249.8,3266.1001,3226.0,3257.1001,910795.0,811.55,816.5,811.55,814.9,8691870.0
2022-12-29,1147.0798465,1157.02085716,1146.39895225,1154.47889735,7046232.95027091,3231.1001,3271.5,3228.0,3268.75,1037927.0,810.05,821.75,805.5,820.65,11012896.0
2022-12-30,1155.29601584,1169.7763215,1153.48029784,1156.2492224,7411045.1072248,3286.05,3299.0,3246.2,3256.7,1163131.0,822.5,822.5,810.0,814.075,7122640.0
2023-01-02,1157.520225,1170.6841805,1156.7031519,1169.27695366,5404834.89176183,3261.0,3266.8501,3235.2,3261.45,709547.0,813.5,819.875,809.275,814.35,4381378.0
2023-01-03,1164.35186398,1167.9606035,1156.5215801,1160.72042798,7786662.90690515,3252.0,3320.0,3245.3,3311.3501,1245178.0,811.1,821.5,811.1,819.675,8378030.0
2023-01-04,1160.6977315,1162.53614598,1141.178763,1143.24414223,9419405.43630674,3306.7,3327.3501,3286.2,3314.6499,1231668.0,817.5,822.875,803.5,805.025,10351600.0
2023-01-05,1145.49109325,1151.34673841,1136.639468,1141.20145948,13864529.62409361,3330.2,3337.3,3281.95,3311.1001,1826057.0,807.5,809.025,794.7,799.85,10941436.0
2023-01-06,1146.92092578,1156.58966952,1143.13065985,1151.57370316,6455491.43644553,3300.0,3301.55,3200.0,3211.55,2488376.0,801.0,804.55,789.1,797.2,9092462.0
2023-01-09,1155.38675635,1181.124559,1154.50163922,1178.7641256,10901580.53177861,3229.0,3327.0,3221.1499,3319.95,2885060.0,798.0,805.775,795.0,798.75,10729340.0
2023-01-10,1182.940277,1182.940277,1155.704507,1161.33318741,8181347.54405695,3285.0,3298.0,3230.1001,3286.3999,3864655.0,800.0,800.0,782.5,784.15,16371766.0
2023-01-11,1158.65504875,1161.151661,1144.40170784,1146.69396103,11701502.10550317,3290.1001,3349.5,3271.1499,3328.7,2720512.0,783.975,799.0,780.0,795.45,15195798.0
2023-01-12,1146.10394347,1149.57645875,1118.9362175,1121.93219759,17983775.01352082,3329.0,3350.0,3315.55,3334.3501,2250391.0,793.9,801.95,792.075,799.7,9250070.0
2023-01-13,1115.94023741,1122.52221516,1105.13680609,1120.11647959,20962446.8116745,3342.8999,3379.0,3305.0,3374.55,1742837.0,799.375,804.95,793.0,800.325,9244546.0
2023-01-16,1122.43147465,1125.58623928,1101.6868965,1109.44913634,13851064.97815189,3317.0,3353.0,3298.05,3334.05,1843607.0,807.5,810.65,790.15,792.65,14748094.0
2023-01-17,1115.758711,1127.1069485,1112.39967809,1125.2004446,10930298.6476975,3330.0,3381.8,3321.0,3378.3999,1688475.0,794.9,805.5,788.75,804.45,10786354.0
2023-01-18,1122.79461825,1130.78382284,1116.82549072,1123.33933365,13672568.09702828,3380.0,3408.95,3372.25,3390.0,2421189.0,802.5,820.8,799.85,818.65,19090642.0
2023-01-19,1122.52221516,1126.26713353,1115.14586078,1122.13642048,12139182.40607848,3380.0,3387.0,3361.0,3373.1001,1585044.0,818.5,825.0,816.5,822.05,11172162.0
2023-01-20,1123.4755125,1123.4755125,1106.33967388,1108.79084778,15179284.44835597,3365.0,3394.6499,3355.6001,3363.1001,1529349.0,822.05,834.5,821.7,830.475,18843404.0
2023-01-23,1111.6733455,1119.4809329,1100.7790375,1103.18486385,11136804.28348455,3388.0,3419.0,3355.6001,3414.8999,1067916.0,833.125,841.3,830.7,836.55,15444400.0
2023-01-24,1107.58798,1109.24477728,1083.68863722,1096.67097552,16763744.14969726,3425.0,3451.95,3417.3,3436.3,1387863.0,837.525,851.2,837.5,847.75,24983940.0
2023-01-25,1095.08222227,1096.10356365,1080.35221,1081.50973023,12591567.63329989,3425.3,3435.0,3405.0,3429.75,874110.0,845.7,846.475,822.65,824.325,14704142.0
2023-01-27,1082.34945441,1083.68863722,1049.32608328,1060.99216222,26261767.52116793,3426.0,3446.0,3382.3,3411.05,1785879.0,816.0,818.5,794.975,807.9,35179948.0
2023-01-30,1058.42741515,1076.67533566,1044.4917795,1071.16013763,22135203.81468929,3420.0,3458.45,3385.55,3433.6499,1953798.0,797.5,812.65,791.0,807.075,18512822.0
2023-01-31,1081.260069,1083.82472528,1062.6489595,1068.48199897,23070029.59710704,3449.0,3449.0,3351.0,3358.7,2820375.0,809.85,811.35,797.5,801.75,18596244.0
2023-02-01,1080.32951352,1080.32951352,1046.3074975,1062.14959166,19670470.85505569,3363.0,3419.0,3355.0,3408.3501,2205161.0,812.0,832.5,803.0,813.775,17302790.0
2023-02-02,1052.208581,1065.826466,1049.0310745,1056.27125003,13890520.44425401,3427.0,3469.0,3420.1001,3460.3999,1813847.0,804.05,812.25,794.375,801.675,17497106.0
2023-02-03,1066.2803955,1066.2803955,1040.8603435,1057.2018055,25111498.59174167,3504.0,3504.0,3452.8999,3482.3,1804469.0,805.5,830.25,803.5,829.4,14411100.0
2023-02-06,1050.8467925,1053.5703695,1046.6706411,1049.23534277,15085335.93873058,3473.1499,3473.1499,3436.8501,3459.95,1138714.0,830.0,834.7,823.1,825.875,11167672.0
2023-02-07,1049.485004,1056.47547291,1040.8603435,1046.71598866,15387854.28133664,3468.8999,3493.0,3461.3999,3472.55,1455647.0,829.7,832.45,816.3,827.1,10264588.0
2023-02-08,1049.9389335,1071.22818166,1047.2153565,1067.61948752,21513230.57875728,3478.05,3539.8999,3478.05,3520.1001,1986946.0,827.125,834.1,825.0,827.0,8444826.0
2023-02-09,1068.30038177,1076.19880047,1059.471453,1069.48059848,13392449.70860012,3515.0,3547.6001,3505.3,3540.8501,1655427.0,830.0,830.825,817.775,825.275,11777336.0
2023-02-10,1068.95853416,1068.95853416,1053.70654835,1060.67432078,10970401.79146762,3520.0,3542.3501,3508.1499,3537.55,1187821.0,824.4,829.25,821.1,828.55,8172116.0
2023-02-13,1062.2858159,1066.734325,1050.18859473,1054.63714922,10525145.42456483,3549.0,3549.0,3473.3999,3482.3999,1087939.0,827.5,830.875,822.275,829.175,5736944.0
2023-02-14,1057.63303852,1081.21463066,1054.77323728,1079.48978934,14560772.10227579,3505.0,3524.8501,3495.0,3500.1001,1579818.0,832.5,838.75,828.975,836.85,10908592.0
2023-02-15,1078.536492,1106.3169774,1077.1747035,1103.93384753,34062342.28002366,3487.0,3526.0,3460.1499,3520.6499,1429449.0,839.0,839.0,828.375,835.15,11438712.0
2023-02-16,1111.87761377,1118.3915021,1100.80173398,1103.07138148,17552412.87468649,3527.2,3575.0,3527.0,3558.05,1618931.0,836.6,840.95,830.5,832.125,8062500.0
2023-02-17,1098.50939,1110.99245125,1094.24249809,1107.6787659,12006472.37070955,3526.1499,3538.8999,3490.0,3501.1499,1061369.0,830.5,834.075,821.475,827.95,8956270.0
2023-02-20,1109.8576275,1112.01379263,1094.01553334,1095.96733941,8984313.6434182,3502.0,3522.0,3475.05,3487.3,1296082.0,830.0,834.725,817.4,820.175,8086706.0
2023-02-21,1100.325108,1110.6747006,1095.03687472,1104.90984134,13533594.97455001,3494.0,3508.8999,3444.75,3451.0,1139541.0,820.0,831.175,817.0,823.25,12389296.0
2023-02-22,1101.21027053,1103.048685,1078.10525898,1079.85284216,11208192.02100767,3414.95,3447.0,3395.0,3401.55,1218430.0,819.5,820.975,804.525,807.1,10359102.0
2023-02-23,1079.444351,1087.04767013,1071.88647022,1074.67809125,10016213.97155285,3421.0,3452.3999,3408.0,3413.8,1441570.0,806.5,809.425,796.05,801.625,27882010.0
2023-02-24,1076.720774,1087.68312603,1074.905056,1082.03174915,9591388.09000076,3422.5,3433.95,3382.3,3400.45,977592.0,808.95,808.95,792.6,794.475,17061740.0
2023-02-27,1081.260069,1084.73258428,1067.50600515,1074.83701197,11386497.24241319,3390.0,3390.0,3316.0,3331.8501,1128022.0,792.95,799.5,788.65,796.45,14312972.0
2023-02-28,1069.50334034,1074.4511265,1050.23394228,1054.27396023,22360840.17452049,3328.5,3392.0,3299.8999,3312.8501,4116217.0,796.0,802.65,794.35,799.8,18993992.0
2023-03-01,1064.010748,1064.69164225,1054.59171088,1063.96530966,11743788.40767124,3323.0,3389.0,3315.0,3385.7,1669307.0,806.0,806.5,797.875,799.025,14137256.0
2023-03-02,1060.8332415,1067.48326328,1053.84277259,1055.86271348,9489193.80652723,3361.0,3369.8999,3318.0,3321.45,1556538.0,797.0,802.975,791.0,792.225,17391814.0
2023-03-03,1066.34843953,1086.45756177,1062.89862073,1082.80338391,14888027.76642628,3354.0,3358.0,3331.1001,3342.1499,1043190.0,798.0,810.0,794.0,807.95,14986234.0
2023-03-06,1089.4308,1100.59751109,1089.4308,1093.37998665,10341557.44449303,3361.8999,3404.95,3359.0,3371.8501,1334132.0,810.0,819.725,809.025,813.65,27004710.0
2023-03-08,1093.37998665,1098.0554605,1082.6218575,1097.30652222,16045870.55919477,3364.0,3396.0,3330.8501,3390.3999,1844590.0,810.0,819.75,810.0,815.275,20099774.0
2023-03-09,1096.693672,1097.10216316,1069.04941084,1070.93317287,16505886.92737529,3385.0,3385.0,3330.8501,3336.8501,1648500.0,814.975,822.975,813.5,815.35,20700166.0
2023-03-10,1062.87592425,1064.010748,1050.86948898,1054.34204965,13556468.57055997,3312.8999,3337.25,3290.0,3331.0,1024404.0,805.225,806.875,792.5,794.325,27387000.0
2023-03-13,1057.2018055,1064.010748,1032.6896125,1037.00194275,12984589.01657636,3333.0,3369.8,3272.0,3281.95,1901233.0,793.95,801.9,782.475,784.275,26443550.0
2023-03-14,1034.95926,1046.28480103,1029.98873198,1033.12084552,16294818.90910373,3280.0,3304.3999,3209.3999,3214.95,2670334.0,785.125,791.8,779.65,782.175,33185612.0
2023-03-15,1036.82041634,1043.26616985,1011.08252291,1015.46298798,22090930.41981189,3250.0,3260.3501,3192.0,3198.8999,1780522.0,789.0,791.45,768.3,770.95,37264754.0
2023-03-16,1018.1638685,1023.157093,999.6435449,1010.40162866,18669407.91466516,3208.0,3219.8,3172.0,3185.0,1901060.0,769.5,779.55,766.025,775.95,21753342.0
2023-03-17,1018.95824513,1022.22653752,1004.40980465,1009.13071684,34581480.16376992,3150.5,3221.3999,3144.0,3179.3,6739966.0,778.75,789.6,770.0,786.325,22950876.0
2023-03-20,1005.4538425,1007.72349,989.56631,999.21231188,19850208.01688368,3169.6499,3169.6499,3095.05,3143.3,2289468.0,783.975,784.05,772.7,780.875,26503114.0
2023-03-21,1007.24686402,1032.235683,1006.3617015,1030.28378615,21757261.86555401,3143.3,3156.75,3097.45,3106.1001,1815297.0,785.975,791.25,778.1,789.725,33050494.0
2023-03-22,1037.2289075,1040.15675277,1030.419965,1033.41594509,11102213.00884829,3130.05,3143.5,3106.1001,3130.8,1123939.0,792.0,793.025,782.65,787.9,14177324.0
2023-03-23,1029.512106,1030.37452666,1018.18656498,1020.3427301,16520367.14952432,3114.8999,3146.3501,3101.0,3124.6499,1372218.0,783.875,795.175,779.275,781.575,28364178.0
2023-03-24,1019.18520988,1021.341375,997.737041,1000.14286735,12582343.73399394,3148.8999,3170.0,3106.0,3120.5,1329577.0,780.0,786.95,777.475,780.325,31477748.0
2023-03-27,1006.58866625,1023.157093,998.7356859,1015.68995273,14288712.23394822,3135.0,3152.75,3106.0,3122.3,1524217.0,781.1,789.725,779.45,783.725,31872006.0
2023-03-28,1019.0717275,1024.29191675,1015.4402915,1020.433516,12786166.13372782,3127.0,3149.55,3110.1499,3115.8999,1303530.0,782.85,791.45,782.05,790.1,39276302.0
2023-03-29,1016.3481505,1018.9809416,1003.68356284,1014.39625365,19117666.9504846,3129.0,3150.0,3104.1001,3138.8999,1740616.0,792.0,801.0,790.95,793.9,39763612.0
2023-03-31,1023.6110225,1063.76108678,1023.47484365,1058.13236098,28641022.44952135,3189.95,3213.0,3152.0,3205.8999,2382581.0,797.8,806.475,796.2,804.775,34711228.0
2023-04-03,1064.4646775,1066.2803955,1050.8467925,1058.31393277,10464704.32082515,3224.95,3224.95,3173.75,3200.0,1521830.0,803.775,807.85,801.375,805.275,40025398.0
2023-04-05,1065.826466,1065.826466,1047.91894723,1055.77197297,16534151.22832951,3185.5,3264.3501,3185.5,3239.8,2655065.0,809.3,828.0,808.0,826.875,43365392.0
2023-04-06,1052.27662503,1068.550043,1052.27662503,1062.85322777,18742494.15382785,3225.0,3257.3501,3215.0,3220.7,1703464.0,824.275,834.6,823.55,833.175,44637344.0
2023-04-10,1066.734325,1066.91585141,1053.82003073,1055.31804347,13177570.52581954,3220.0,3272.0,3215.0,3263.3999,2203187.0,831.625,835.5,827.0,829.225,31813286.0
2023-04-11,1059.471453,1062.6489595,1054.95485448,1060.53823272,10718186.41441017,3264.0,3272.95,3192.1499,3213.8,2348779.0,829.5,834.7,825.55,831.65,42361542.0
2023-04-12,1060.53823272,1074.8142701,1057.67843148,1065.21361578,18482266.51936038,3227.95,3260.95,3199.0,3241.6499,2417727.0,834.0,844.1,833.9,842.45,26955504.0
2023-04-13,1068.0961135,1073.9064111,1063.102889,1069.23093725,12584643.65061094,3210.0,3230.0,3180.0,3188.8501,4174070.0,844.15,848.525,839.075,846.225,35330086.0
2023-04-17,1100.75634103,1100.75634103,1066.30309198,1074.65539477,18228495.83470561,3134.1001,3163.3999,3070.25,3139.5,5505048.0,860.0,860.0,826.65,833.325,32405148.0
2023-04-18,1078.9904215,1078.9904215,1055.840017,1062.35395072,10579114.15759496,3154.95,3156.8501,3110.6001,3130.75,2617302.0,835.0,838.625,828.2,829.8,29637226.0
2023-04-19,1061.76379698,1070.32032266,1058.6543799,1067.642184,12478164.56079634,3130.75,3140.0,3071.5,3089.6001,3298034.0,832.5,835.15,828.575,832.85,24741168.0
2023-04-20,1068.59548134,1070.8196905,1058.60903234,1064.94130348,7124194.39582578,3090.0,3113.0,3078.0,3104.8,2419999.0,835.85,838.725,833.2,835.95,32922716.0
2023-04-21,1067.02933378,1071.7275495,1060.56083841,1066.2803955,7774854.90588296,3110.0,3164.45,3100.8,3160.8501,1929184.0,834.5,838.475,831.625,837.3,20128618.0
2023-04-24,1078.0825625,1080.76070116,1065.826466,1070.365761,13151927.77733106,3151.1001,3180.95,3126.1499,3174.8,1640676.0,843.5,845.725,837.05,844.075,35675852.0
2023-04-25,1073.997197,1080.62461309,1066.96128975,1078.55918848,9390160.80690944,3183.0,3191.2,3147.5,3176.0,2024090.0,843.85,843.85,830.95,832.075,50353068.0
2023-04-26,1079.8982805,1083.12122534,1068.57273948,1072.22691734,8761556.58532878,3181.0,3208.3999,3181.0,3198.1499,2000029.0,830.0,837.5,827.5,835.9,27392750.0
2023-04-27,1078.0825625,1082.167928,1073.089338,1079.01311798,9320008.94412018,3185.0,3199.2,3170.6499,3187.95,2434446.0,835.25,842.625,832.925,840.5,47790392.0
2023-04-28,1081.260069,1100.27966966,1081.14658663,1098.73635475,15824796.58184806,3200.3999,3227.25,3196.25,3219.25,2931312.0,842.35,845.5,835.0,843.8,27916272.0
2023-05-02,1105.8630479,1110.2207711,1102.18626434,1108.06460598,13198307.22612212,3235.0,3235.0,3210.0,3219.3999,2321159.0,844.35,849.5,841.0,843.625,32221184.0
2023-05-03,1109.8576275,1109.8576275,1095.35457998,1098.55482834,7179645.73793948,3216.0,3216.0,3173.1499,3179.8999,2468285.0,842.475,848.0,839.825,846.575,29407270.0
2023-05-04,1099.03136353,1113.42101947,1096.05821609,1111.219416,8779246.55700941,3180.1499,3224.45,3178.0,3220.7,1953253.0,843.55,867.225,843.55,863.9,56854638.0
2023-05-05,1108.0419095,1117.27942022,1105.772262,1108.38235663,8892455.7668096,3220.0,3244.0,3210.05,3230.7,1710027.0,819.5,830.475,811.05,812.825,62770416.0
2023-05-08,1112.127275,1127.40195728,1109.47174203,1122.06828566,9306442.96085626,3245.0,3254.8501,3231.3,3250.6001,928235.0,817.5,825.175,815.0,822.225,37244524.0
2023-05-09,1123.4755125,1128.8318806,1118.14184088,1125.54089173,6572536.04359267,3252.6001,3298.0,3246.0,3283.25,1107375.0,824.95,828.0,819.975,822.25,43688938.0
2023-05-10,1130.284455,1134.75570597,1126.2898754,1133.28043509,11053575.50016027,3290.0,3306.5,3266.05,3286.8,1559987.0,822.25,827.325,816.55,826.05,46340550.0
2023-05-11,1134.34712402,1139.13608025,1124.17910323,1125.88133885,10733937.7590573,3309.0,3309.7,3272.0,3282.1499,1719623.0,832.575,844.0,824.625,826.6,35734618.0
2023-05-12,1121.1150791,1129.10419291,1115.07781675,1127.71979872,7071338.17035465,3279.1499,3290.0,3260.0,3274.3,1027479.0,823.5,836.4,822.125,833.9,22478760.0
2023-05-15,1130.23901666,1136.88912923,1122.63569753,1129.94400788,6947305.69394587,3284.0,3292.0,3248.3501,3255.05,1150390.0,836.0,840.375,832.55,837.9,18512260.0
2023-05-16,1132.100173,1134.64222359,1112.19531903,1113.8522071,8862609.72243487,3256.2,3285.0,3250.45,3258.1499,986306.0,835.9,835.9,822.0,823.65,32722086.0
2023-05-17,1118.0283585,1118.9362175,1102.5947555,1107.27022935,8945710.73261377,3255.95,3280.0,3198.25,3208.7,1588815.0,825.0,825.0,812.675,819.225,30466868.0
2023-05-18,1111.92300673,1115.3047815,1101.75494053,1104.88709948,10701069.21889853,3225.95,3228.95,3195.0,3199.8501,1369364.0,824.0,826.975,820.0,822.5,49646942.0
2023-05-19,1104.88709948,1110.28886052,1097.98741647,1108.47314253,8184707.09658659,3210.0,3234.5,3203.05,3222.8501,1152449.0,824.0,825.0,815.775,823.45,30460332.0
2023-05-22,1105.3183325,1119.390147,1104.11546472,1114.3969225,7558900.66629289,3230.0,3308.45,3217.05,3298.7,1333243.0,822.5,826.45,816.35,820.525,28334032.0
2023-05-23,1116.96157878,1120.298006,1112.78547277,1114.19265423,6193633.59288171,3306.0,3327.95,3290.1001,3297.05,1687418.0,824.5,824.8,816.725,818.6,22470074.0
2023-05-24,1110.26611866,1118.482288,1104.61474177,1107.70146238,8247545.04829495,3276.0,3317.2,3276.0,3303.3501,1016555.0,813.775,817.375,806.8,807.9,33588112.0
2023-05-25,1104.81896466,1111.6733455,1096.71636848,1107.56528352,11679450.22299718,3294.0,3306.0,3267.1001,3293.5,1374917.0,807.85,810.025,798.675,804.8,29776930.0
2023-05-26,1115.758711,1138.9091155,1112.46772213,1137.77429175,12836832.59184521,3293.5,3338.6499,3291.0,3328.8999,1791115.0,809.5,809.5,801.125,807.9,26635066.0
2023-05-29,1144.3562695,1148.441635,1138.0920424,1144.17474309,10177249.99146343,3360.8,3372.0,3312.0,3320.3501,1210372.0,814.25,820.5,812.425,817.75,21816292.0
2023-05-30,1144.17474309,1151.93689215,1141.33768372,1143.87964353,11531667.36244285,3315.0,3326.95,3301.3501,3316.2,1344224.0,816.8,821.325,814.275,818.375,37125928.0
2023-05-31,1134.82375,1139.29500097,1117.1204995,1121.16042666,27560015.37683715,3309.0,3327.7,3265.1499,3289.5,5815424.0,814.95,817.475,802.325,805.425,43334270.0
2023-06-01,1125.81320403,1127.96936916,1115.758711,1118.14184088,14836059.34401708,3314.0,3340.0,3297.5,3324.0,1177314.0,809.95,809.95,800.0,802.0,50366938.0
2023-06-02,1121.6597945,1127.03890447,1112.5812045,1114.4877084,16064157.53988229,3326.25,3335.8999,3297.45,3305.6001,2030661.0,806.225,807.4,800.5,803.25,17859710.0
2023-06-05,1119.9348624,1127.44739563,1115.96297928,1124.49685388,11090609.88545578,3315.0,3327.0,3285.05,3288.8999,1861468.0,807.25,808.25,801.225,802.2,18697242.0
2023-06-06,1127.31121677,1129.24041715,1117.574429,1125.45015122,7618277.72814942,3280.0,3288.8501,3220.6001,3232.3,2022849.0,803.825,804.925,796.125,799.7,32182852.0
2023-06-07,1128.9226665,1134.82375,1122.38612709,1133.98393503,10484531.18821315,3253.0,3278.8501,3241.0,3274.8999,1567196.0,801.725,806.275,798.0,803.85,24949026.0
2023-06-08,1137.547327,1142.47250747,1130.7383845,1134.66482928,12272423.36089635,3261.0,3270.0,3233.0,3236.45,1759366.0,801.625,813.0,801.625,804.35,37395522.0
2023-06-09,1138.0012565,1138.70484723,1124.837301,1126.63032253,5975031.36500272,3245.0,3250.0,3205.3501,3209.3,1775689.0,807.95,809.25,803.5,805.3,18212578.0
2023-06-12,1123.70247725,1129.9213114,1118.9362175,1127.62892203,6498570.81330912,3215.0,3254.3999,3211.0,3246.8999,2324605.0,806.275,807.9,799.725,800.4,13408292.0
2023-06-13,1132.5541025,1145.46839678,1128.58221938,1144.28822547,11435603.98696273,3260.0,3265.0,3239.0,3243.7,1371928.0,795.05,804.5,795.05,801.75,27926108.0
2023-06-14,1144.3562695,1159.7898725,1142.5405515,1158.36003997,13498812.04019567,3243.7,3255.8501,3225.8501,3251.05,1658544.0,805.225,806.0,800.1,800.875,20113968.0
2023-06-15,1158.3372981,1163.21704023,1150.93824725,1158.67774523,12010512.64568617,3245.3,3247.45,3210.0,3216.3,2273810.0,802.0,802.975,789.5,791.025,35377476.0
2023-06-16,1162.1503059,1172.22749541,1162.1503059,1169.95784791,24574697.17213796,3197.0,3199.3999,3156.0,3174.8999,4156189.0,793.575,804.6,792.0,801.375,15779272.0
2023-06-19,1172.953828,1172.953828,1154.18379778,1158.3372981,6911936.76551094,3190.0,3214.8999,3175.0,3210.3999,1468186.0,805.5,807.125,799.175,802.075,24829146.0
2023-06-20,1156.40809773,1163.875238,1150.7112825,1160.74316984,7036522.19122132,3214.0,3232.5,3201.05,3227.7,1528452.0,802.075,805.5,795.325,803.75,20005626.0
2023-06-21,1160.6977315,1166.53077097,1156.612366,1164.01141685,7077704.79777146,3250.0,3261.3999,3223.95,3258.2,1645987.0,808.0,818.625,805.5,817.8,24308946.0
2023-06-22,1160.243802,1168.09678235,1149.349494,1150.93824725,7746233.72131576,3260.0,3267.6499,3230.1001,3238.5,1529603.0,820.0,828.775,819.525,821.8,56596140.0
2023-06-23,1147.94226716,1149.98494991,1140.270904,1141.51921013,6739116.9774161,3237.3,3249.3999,3209.1499,3216.3501,1119505.0,818.775,829.95,817.025,821.75,21339218.0
2023-06-26,1138.0012565,1141.81421891,1129.69434665,1132.80376373,12851980.31852964,3205.0,3213.8999,3173.0,3189.6499,1978803.0,822.5,825.375,814.35,817.775,16130314.0
2023-06-27,1133.25769323,1139.13608025,1128.76374578,1133.21230028,9851060.57218136,3202.0,3209.6499,3182.3,3197.3501,863542.0,821.475,836.45,819.275,829.3,33831864.0
2023-06-28,1140.7248335,1152.00502697,1133.84784697,1148.21467025,11543360.80823123,3208.0,3230.95,3193.3999,3215.45,1575872.0,835.0,839.95,830.25,838.075,59562950.0
2023-06-30,1155.88603341,1160.53881078,1150.00769177,1157.63370737,11337533.6919059,3220.0,3310.0,3214.1001,3302.25,2672406.0,852.0,854.4,841.625,850.7,40699016.0
2023-07-03,1161.17435748,1190.203149,1159.94879322,1187.34339315,12357090.6935989,3314.3,3318.8,3268.75,3272.3,1687264.0,856.25,878.75,855.0,859.9,44104116.0
2023-07-04,1191.5649375,1191.5649375,1168.07408588,1175.10999313,8196089.92145256,3290.0,3315.0,3277.3,3308.8501,1656681.0,861.725,873.5,856.9,864.1,38795188.0
2023-07-05,1184.3020655,1184.3020655,1169.2316061,1173.18079275,10418972.5497021,3320.0,3329.0,3305.0,3319.95,1453008.0,858.125,860.0,834.275,836.65,37165754.0
2023-07-06,1169.34508848,1200.39386628,1169.34508848,1197.80646813,19436824.44079973,3306.55,3328.45,3302.0,3322.8999,1848238.0,836.5,843.925,830.2,837.5,52156544.0
2023-07-07,1196.1042325,1209.69942103,1192.926726,1195.46877659,13598331.89955709,3302.0,3356.8999,3302.0,3329.25,1789326.0,832.5,837.5,828.15,830.2,19926336.0
2023-07-10,1220.57098716,1251.029702,1214.2614125,1241.51987898,33794371.15234855,3324.75,3324.75,3265.2,3271.95,1407431.0,830.5,838.375,824.85,828.225,38398442.0
